username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
Veggie_Inspired,"#PlantBased #Vegan Recipe Creator, #Photographer and #Blogger at Veggie Inspired. #Author of The Meatless Monday Family Cookbook. Wife and mom of 3, incl. twins",,1773,3111,11115,2015-02-05 22:05:15,2020-05-04 05:09:02,2,"This Vegan Tuna Salad is great for meal prep! Try it on a sandwich, with crackers, or over leafy greens as a salad. https://t.co/wvalIwkb8I #salad #sandwich #vegan #plantbased #mealprep https://t.co/3q6U8Y46U1","[{'text': 'salad', 'indices': [140, 146]}, {'text': 'sandwich', 'indices': [147, 156]}, {'text': 'vegan', 'indices': [157, 163]}, {'text': 'plantbased', 'indices': [164, 175]}, {'text': 'mealprep', 'indices': [176, 185]}]"
yukkuriyankey,♬文字化けマスター I crash & patch systems fastーah? Ephemeral byteーstream or schematic? I mitigate BSODs && kernel panic. No Guru Meditation? Windoze? Defenestration!♬,lost in spaceーrhyme.,4997,1528,155836,2007-09-26 15:50:07,2020-05-04 05:08:40,347,"#Compassion isn't weakness, it's using our strength for those who need it most🐢
It doesn't care what we think, it cares what we do🤔
Put compassion into action🤗
#BeKindToAllKinds🐮
Be #vegan💖

@RickyGervais @Ivy_MiddletonUK @Protect_Wldlife @PeterEgan6 @zbleumoon @Animal_Watch https://t.co/EhBdmfQD47","[{'text': 'Compassion', 'indices': [21, 32]}]"
PurpleApePal,"🌴🐒Penelope vegan, animal rights activist. Apes are my favorite. Animals are not here to eat, wear or entertain. End DCMT. End animal racing. End speciesism.",tropical beach,887,834,75897,2017-10-27 13:40:49,2020-05-04 05:08:30,46,"One step closer to shutting down #animal ag. #meatkillseveryone
One more nails in the coffin of a dying trade. Help stop making victims. #StaySafeStayHome go #vegan. #vegav #PlantBased #Coronarivus #SundayThoughts 

https://t.co/2fuZZ2TZtI","[{'text': 'animal', 'indices': [50, 57]}, {'text': 'meatkillseveryone', 'indices': [62, 80]}]"
taytaytay702,Adult in progress,,199,21,1709,2017-05-14 05:46:40,2020-05-04 05:08:10,0,"If you have to be dairy free, this is the creamiest vanilla ice cream I've found! Most dairy free ice creams taste like vanilla extract ice milk and this one isn't screwing around! #sodelicious #Vegan #dairyfree #iloveicecreamandcheesesomuch https://t.co/aMTwPFIfKf","[{'text': 'sodelicious', 'indices': [181, 193]}, {'text': 'Vegan', 'indices': [194, 200]}, {'text': 'dairyfree', 'indices': [201, 211]}, {'text': 'iloveicecreamandcheesesomuch', 'indices': [212, 241]}]"
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 05:07:54,1,All the vitamins and antioxidants from fresh #blueberries are now in our new  #shampoobar #solidshampoo #Shampoobars #PlasticFreeJuly #shopindie #zerowaste #vegan #PassOnPlastic #Ethical #palmoilfree #blueberry #MondayMotivation #haircare #blonde #nosls https://t.co/yE3Nm8iB83,"[{'text': 'blueberries', 'indices': [63, 75]}, {'text': 'shampoobar', 'indices': [96, 107]}, {'text': 'solidshampoo', 'indices': [108, 121]}, {'text': 'Shampoobars', 'indices': [122, 134]}]"
buddyholly1111,Love all creatures cats r magic We don't like abusers they must Evolve & Wake Up don't bully Be kind I will always stand up 4 the voiceless I'm Vegan&feel great,london 2014,1966,1838,66900,2014-07-09 15:58:55,2020-05-04 05:07:43,15,By request. WPF duck team were clearly not expecting a drop-in from the donks.  #vegan @dodo https://t.co/tIKx6g8QZs,"[{'text': 'vegan', 'indices': [95, 101]}]"
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 05:07:34,1,Sweet potato &amp; kalettes Buddha bowl - takes 30 mins and tastes really good https://t.co/HxL86v7OSn #foodblogger #vegan https://t.co/HK5N0BdzSs,"[{'text': 'foodblogger', 'indices': [119, 131]}, {'text': 'vegan', 'indices': [132, 138]}]"
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 05:07:14,1,"💛""I used ROOP Saffron serum and saw a real big improvement on my skin."" -Shahida M. 💗🥰
#goodkarma #skincare #haircare #crueltyfree #vegan #ayurveda https://t.co/MFDvodTBa5","[{'text': 'goodkarma', 'indices': [105, 115]}, {'text': 'skincare', 'indices': [116, 125]}, {'text': 'haircare', 'indices': [126, 135]}]"
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 05:06:54,1,"Understanding Salisbury cases will spike as poultry workers get coronavirus testing they need https://t.co/Daj5dk4KlQ via @USATODAY 

#GoVegan eat #plantbased #meatfree foods to save countless lives - Let #chickens roam free @FARMUSA @IDAUSA @MercyForAnimals @veganfuture @peta",[]
saurabhbhadauri,,India,1962,164,12505,2010-10-14 08:16:15,2020-05-04 05:06:39,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 05:06:34,1,"This is who we evolved from.
Not lions.
95% vegetation.
But, where did they get all their protein?
#plantbased https://t.co/GaGwR2jblC","[{'text': 'plantbased', 'indices': [118, 129]}]"
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 05:06:14,1,What it's like Living on a Plant-Based Diet for 1 Month #plantbased https://t.co/EDEoVomtLQ,"[{'text': 'plantbased', 'indices': [72, 83]}]"
osoregs2005,COJONAUTAS nooooooo por favor!!!! para morbo o para culeo me gusta alguien q tenga un mínimo de razonamiento!!!! y cojones!!! no divas ni anonimas,Guayaquil,1987,3687,18413,2013-06-07 16:10:07,2020-05-04 05:03:11,1069,"Please be kind and compassionate with all innocent animals like this man, who always gives hope to this cruel humanity.What humanity does to animals is worse than horror movies, they are vulnerable #EndSpeciesism Choose #compassion #vegan  #animalrights  https://t.co/vj6wgAK2MP",[]
zephycat229,"Very socialist 
Very, Very, More than Long enough trip thru  hierarchical strata to become exhausted. Hoping for hope. #DSA",Multiverse/somewhat Inebriated,3485,2326,40421,2018-08-26 21:07:08,2020-05-04 05:02:38,26,"If you're a Leftist who's #vegan, #vegetarian, #plantbased or animal rights + justice is a top issue for you and I'm not following you here or my personal @stephaniequilao, let me know with reply and I'll follow you.

We leftists gotta start organizing more on animal issues.","[{'text': 'vegan', 'indices': [45, 51]}, {'text': 'vegetarian', 'indices': [53, 64]}, {'text': 'plantbased', 'indices': [66, 77]}]"
dizajnoff,#dizajnoff #ANO_Bureš_líp #uBurešů #PhilMarlowSaid,Libush | Dobřichowitz | Ousobá,866,668,22441,2013-09-09 23:52:26,2020-05-04 05:02:23,1069,"Please be kind and compassionate with all innocent animals like this man, who always gives hope to this cruel humanity.What humanity does to animals is worse than horror movies, they are vulnerable #EndSpeciesism Choose #compassion #vegan  #animalrights  https://t.co/vj6wgAK2MP",[]
minsquish,“One day the absurdity of the almost universal human belief in the slavery of other animals will be palpable. We shall then have discovered our souls...“ MLKjr,Australia,5372,5247,231533,2013-05-30 23:59:16,2020-05-04 05:02:06,46,"One step closer to shutting down #animal ag. #meatkillseveryone
One more nails in the coffin of a dying trade. Help stop making victims. #StaySafeStayHome go #vegan. #vegav #PlantBased #Coronarivus #SundayThoughts 

https://t.co/2fuZZ2TZtI","[{'text': 'animal', 'indices': [50, 57]}, {'text': 'meatkillseveryone', 'indices': [62, 80]}]"
6NpJbJIGIioYaSD,👑BIGBANG👑愛し過ぎて🐉🌞よりのオール♥️動物大好き😘ワンちゃん3匹と暮らしてる💓1🐶は19/11に老衰の為他界🌈🐶😥推しや大好きなアーティストさんも動物大好きなのが嬉し🤗毛皮 動物実験 パピーミル 犬肉祭 悪徳ペットショップ 悪徳繁殖屋 動物虐待 猛烈反対派です💢,近畿地方,111,201,14253,2016-02-02 11:03:45,2020-05-04 05:02:00,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
cookfitfood,Help us build a platform to find the best suitable diet with the help of fitfluencers by filling our survey!,,1074,448,8938,2019-03-19 19:49:19,2020-05-04 05:01:44,16,"This Mushroom, thyme and fennel risotto is a perfect solution to lazy Sunday cooking. Throw in lots of veggies of choice to bring out the flavour.🌽🥦🍄🥬🥗 ⬇️
https://t.co/SjObVuOc9m

#Vegan #veganrecipes #veganfood #nutrition #healthyfood #plantbased #HealthyEating #HealthyLife https://t.co/Nd9HM20EOw",[]
DailySkinTip,🌱Natural skin & hair care products based on Ayurveda.  🍃No harsh chemicals & Cruelty-Free 🐰 📌Based in California,"San Jose, CA",817,7277,3095,2010-09-09 05:09:47,2020-05-04 05:00:32,1,"💛""I used ROOP Saffron serum and saw a real big improvement on my skin."" -Shahida M. 💗🥰
#goodkarma #skincare #haircare #crueltyfree #vegan #ayurveda https://t.co/MFDvodTBa5","[{'text': 'goodkarma', 'indices': [87, 97]}, {'text': 'skincare', 'indices': [98, 107]}, {'text': 'haircare', 'indices': [108, 117]}, {'text': 'crueltyfree', 'indices': [118, 130]}, {'text': 'vegan', 'indices': [131, 137]}, {'text': 'ayurveda', 'indices': [138, 147]}]"
Paul_in_NoCal,"Muslim. God-fearing man. Brother, son, nephew, grandson, cousin, friend. Engineer Progressive.  Environmentalist. Sacramento Kings fan. Jim Rome Clone",,753,600,15963,2010-07-05 00:37:05,2020-05-04 05:00:20,2,"In this segment @GovJVentura argues in favor of the environment, of moving towards a plant-based diet, and implementing an income cap of $1million mo. 
I’m on board with all of that! #JesseVentura2020 #RunJesseRun @GreenPartyUS nominate Jesse! #GoVegan #GreenNewDeal #EatTheRich https://t.co/XsoYzOo2FR",[]
MJLBlogger,UK Lifestyle Blogger. I live in Gloucestershire with my fiancé Sean and our dog and two cats.  Email me: hello@melissajanelee.com,"South West, England",641,8118,19805,2015-05-02 18:42:47,2020-05-04 05:00:13,1,Sweet potato &amp; kalettes Buddha bowl - takes 30 mins and tastes really good https://t.co/HxL86v7OSn #foodblogger #vegan https://t.co/HK5N0BdzSs,"[{'text': 'foodblogger', 'indices': [103, 115]}, {'text': 'vegan', 'indices': [116, 122]}]"
LuxuriosaS,"🌍 Organic certified
🌎Ethically sourced
♻️ Sustainability 
🌱Earth Lovers
🙏 We donate part of the Profit 🙏","Wales, United Kingdom",258,398,442,2019-12-27 17:13:24,2020-05-04 05:00:08,0,"4th May a day to celebrate a day to say No more War...

#maythe4th #starwars
#humanderful #peace
 #ethical #sustainable #ethicalfashion #sustainablefashion #ecofriendly #fashion #slowfashion #handmade #fairtrade #sustainability #organic #ecofashion #ethicallymade #crueltyfree https://t.co/ESzuPy6F2U","[{'text': 'maythe4th', 'indices': [56, 66]}, {'text': 'starwars', 'indices': [67, 76]}, {'text': 'humanderful', 'indices': [77, 89]}, {'text': 'peace', 'indices': [90, 96]}, {'text': 'ethical', 'indices': [98, 106]}, {'text': 'sustainable', 'indices': [107, 119]}, {'text': 'ethicalfashion', 'indices': [120, 135]}, {'text': 'sustainablefashion', 'indices': [136, 155]}, {'text': 'ecofriendly', 'indices': [156, 168]}, {'text': 'fashion', 'indices': [169, 177]}, {'text': 'slowfashion', 'indices': [178, 190]}, {'text': 'handmade', 'indices': [191, 200]}, {'text': 'fairtrade', 'indices': [201, 211]}, {'text': 'sustainability', 'indices': [212, 227]}, {'text': 'organic', 'indices': [228, 236]}, {'text': 'ecofashion', 'indices': [237, 248]}, {'text': 'ethicallymade', 'indices': [249, 263]}, {'text': 'crueltyfree', 'indices': [264, 276]}]"
BeautySkinYourN,"Daily Tips from our Nurses, Dietitians, Aestheticians, Fitness & Wellness Gurus, Life Coaches, Financial Experts and more to help create a MORE BEAUTIFUL YOU!",,1666,1538,11297,2016-11-17 14:30:31,2020-05-04 05:00:00,0,"START YOUR DAY w/ Daily #Advice #Tips #Support &amp; More
https://t.co/CjeoX0imrS

#comedy #funny #humor #comics #lol #art #beauty #news #health #inspiration #fitness #motivation #vegan #joy #free #happy #writing #life #smile #MondayMorning #MondayThoughts #MondayMotivation #cute https://t.co/sSUimfTQKH","[{'text': 'Advice', 'indices': [24, 31]}, {'text': 'Tips', 'indices': [32, 37]}, {'text': 'Support', 'indices': [38, 46]}, {'text': 'comedy', 'indices': [83, 90]}, {'text': 'funny', 'indices': [91, 97]}, {'text': 'humor', 'indices': [98, 104]}, {'text': 'comics', 'indices': [105, 112]}, {'text': 'lol', 'indices': [113, 117]}, {'text': 'art', 'indices': [118, 122]}, {'text': 'beauty', 'indices': [123, 130]}, {'text': 'news', 'indices': [131, 136]}, {'text': 'health', 'indices': [137, 144]}, {'text': 'inspiration', 'indices': [145, 157]}, {'text': 'fitness', 'indices': [158, 166]}, {'text': 'motivation', 'indices': [167, 178]}, {'text': 'vegan', 'indices': [179, 185]}, {'text': 'joy', 'indices': [186, 190]}, {'text': 'free', 'indices': [191, 196]}, {'text': 'happy', 'indices': [197, 203]}, {'text': 'writing', 'indices': [204, 212]}, {'text': 'life', 'indices': [213, 218]}, {'text': 'smile', 'indices': [219, 225]}, {'text': 'MondayMorning', 'indices': [226, 240]}, {'text': 'MondayThoughts', 'indices': [241, 256]}, {'text': 'MondayMotivation', 'indices': [257, 274]}, {'text': 'cute', 'indices': [275, 280]}]"
jockeydman,Former Professional Jockey,"Westminster, Colorado",251,47,3597,2009-05-30 03:39:58,2020-05-04 04:59:56,1,What it's like Living on a Plant-Based Diet for 1 Month #plantbased https://t.co/EDEoVomtLQ,"[{'text': 'plantbased', 'indices': [56, 67]}]"
RAZIAVA1,"*Founder and former CEO of R A Z I A V A accessories
*Hobbies are music, art, and fashion
RAZIIIEL's ""The Cool"" Now available on iTunes and Apple Music!!","San Diego, CA",314,63,305,2018-08-01 00:11:24,2020-05-04 04:59:45,0,Dammit now I'm hungry again 😖 #veganlife #cheesecake #breakfast #food https://t.co/BlO2NrydKc,"[{'text': 'veganlife', 'indices': [30, 40]}, {'text': 'cheesecake', 'indices': [41, 52]}, {'text': 'breakfast', 'indices': [53, 63]}, {'text': 'food', 'indices': [64, 69]}]"
Andyb95,"All Wildlife, nature, dogs (especially rescued ones!), rugby, exploring and living life to the full and generally trying to be a decent guy!!!🏴󠁧󠁢󠁷󠁬󠁳󠁿",Wales - God's little country!!,392,82,892,2018-06-29 17:36:42,2020-05-04 04:59:01,1069,"Please be kind and compassionate with all innocent animals like this man, who always gives hope to this cruel humanity.What humanity does to animals is worse than horror movies, they are vulnerable #EndSpeciesism Choose #compassion #vegan  #animalrights  https://t.co/vj6wgAK2MP",[]
madde_magdalena,"Drömde att jag var askungen som barn, utb dietist men ej fanatisk, älskar god vegomat. Vad vore livet utan humor.",Sverige,1161,614,12636,2014-03-24 18:51:50,2020-05-04 04:58:37,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
oN0See,Competitive Fortnite Player | Buisness @ahrenkielalexander@gmail.com | 16 Years Old | 🇸🇪 | Xbox Player | EU Player,,45,9,46,2020-01-25 11:08:35,2020-05-04 04:57:52,0,@dakotaz Proteinshake #vegan,"[{'text': 'vegan', 'indices': [22, 28]}]"
soconsumedbyyou,An American girl who dreams of living in Australia with koalas. Animal advocate. Fictional couples are my weakness. #fridget & #SANVERS & #Doccubus ❤️,,843,308,6395,2019-05-18 20:15:26,2020-05-04 04:57:23,1069,"Please be kind and compassionate with all innocent animals like this man, who always gives hope to this cruel humanity.What humanity does to animals is worse than horror movies, they are vulnerable #EndSpeciesism Choose #compassion #vegan  #animalrights  https://t.co/vj6wgAK2MP",[]
Meldawson6,We never noticed the beauty around us because we were too busy trying to create it- #EnvironmentalJustice #Sustainability #Vegan #Sentientism #OnePlanetOneOcean,"Melbourne, Australia",531,1375,44439,2014-01-10 10:31:34,2020-05-04 04:57:06,0,..how could you separate them?..too adorable to eat..😚🥕 #CarrotLove #Vegan #PlantBased #EthicalEating #Meatless https://t.co/id5grdYXoA,"[{'text': 'CarrotLove', 'indices': [56, 67]}, {'text': 'Vegan', 'indices': [68, 74]}, {'text': 'PlantBased', 'indices': [75, 86]}, {'text': 'EthicalEating', 'indices': [87, 101]}, {'text': 'Meatless', 'indices': [102, 111]}]"
DianaBr61584794,,,181,701,86045,2016-04-03 04:15:53,2020-05-04 04:56:18,4,"It was a beautiful day to celebrate #national lemonade day
Pink Lemonade Soap by ajsweetsoap https://t.co/rRabxK1k2c via @Etsy #soap #vegan #lemonade #WashYourHands #mom #mothersday","[{'text': 'national', 'indices': [53, 62]}]"
BuffWhiting,"Music, Vodka and Wine lover.","Brisbane, Australia",455,209,530,2012-03-27 08:12:45,2020-05-04 04:55:46,1069,"Please be kind and compassionate with all innocent animals like this man, who always gives hope to this cruel humanity.What humanity does to animals is worse than horror movies, they are vulnerable #EndSpeciesism Choose #compassion #vegan  #animalrights  https://t.co/vj6wgAK2MP",[]
ch4pc,working in Middle East,"कुतर, सड़जाह, उमान",439,160,35552,2017-11-17 14:44:41,2020-05-04 04:55:33,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
FrankSeyen,"Vegan 🌿, Nerd 🖥, Linux🐧 Gamer 🎮, Cryptocoin Miner 🔨, Cat Dad 😻 & Single.
FrankOTank74 on PS4, Battlenet & Twitch. FrankTheTank1974 everywhere else.","Gifhorn, Deutschland",380,815,33536,2017-09-02 08:24:53,2020-05-04 04:55:31,9,"Hey lovely friends tonight I made a spicy tomato, lentil &amp; macaroni soup.I had some bread rolls that needed using up so I drizzled a little olive oil, mixed herbs,garlic powder salt n pepper &amp; toasted them in the oven😋🌱💗 #vegan #veganfoodshare #peacestartsonyourplate #GoVegan https://t.co/g6gfTjQPXO",[]
NegiRitesh,🇮🇳,India,424,163,12480,2009-08-22 07:57:12,2020-05-04 04:54:39,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
rakshamad,"HelplineNo: +91-8948798730
A/C No: 50200035461946
IFSC Code: HDFC0000226
RAKSHA MAKE A DIFFERENCE TRUST
Gpay/paytm/phonepe- 8860107099 https://t.co/bpBP8T79o9","Prayagraj , India",57,28,256,2018-07-27 10:21:22,2020-05-04 04:54:37,0,"Go Vegan. Let's not be the reason behind the death of more W's and his brothers.
Let's pledge to not throw vegetable peels in poly bags and to minimize plastic usage. Let's save our planet and our fellow animals!
#SaveMaleCalves #DitchDairy #GoVegan #LoveAnimals","[{'text': 'SaveMaleCalves', 'indices': [213, 228]}, {'text': 'DitchDairy', 'indices': [229, 240]}, {'text': 'GoVegan', 'indices': [241, 249]}, {'text': 'LoveAnimals', 'indices': [250, 262]}]"
original1369,"B.K.PortoRockAllDay!!
Wu-Tang Banga, 4ever Grunge Addict.✌🏼🤙🏼🎵🎶🎵",original718,174,25,3253,2019-09-06 02:04:49,2020-05-04 04:54:22,1069,"Please be kind and compassionate with all innocent animals like this man, who always gives hope to this cruel humanity.What humanity does to animals is worse than horror movies, they are vulnerable #EndSpeciesism Choose #compassion #vegan  #animalrights  https://t.co/vj6wgAK2MP",[]
TracyLeinbaugh,"Counselor, artist, mother, citizen scientist, creator of frog habitats, rescuer of cats and dogs. We defend those who can’t defend themselves. #Resist #Earth",,2657,2322,32955,2017-01-07 05:24:37,2020-05-04 04:54:00,1069,"Please be kind and compassionate with all innocent animals like this man, who always gives hope to this cruel humanity.What humanity does to animals is worse than horror movies, they are vulnerable #EndSpeciesism Choose #compassion #vegan  #animalrights  https://t.co/vj6wgAK2MP",[]
SCPioneer,Stem cell therapy patient advocate and animal rights advocate. Small business owner concerned with over regulation. #MAGA #Judicial Reform,Colorado USA,2669,2543,82832,2009-04-15 03:47:42,2020-05-04 04:53:46,3,EXTREMELY CRITICAL INFORMATION. Please supplement your #VitaminD. We need WAY more than the Recommended Daily Allowance. #immunesystem #optimalnutrition #organic #vegan #guthealth #vitamins #minerals #COVID__19 #coronavirus  https://t.co/zCj0fGLTN5,"[{'text': 'VitaminD', 'indices': [72, 81]}]"
mawu_269,Antiespecista. Ni oprimida ni opresora.,"Chaco, Argentina",798,561,14082,2014-02-26 18:35:03,2020-05-04 04:53:22,62,"What do you feel when you look into my eye?

💔🐷💔

#vegan https://t.co/bqV4mcVNvP","[{'text': 'vegan', 'indices': [70, 76]}]"
Alara_COMPLETE,"Manchester United Fan,Introvert, lover of movies",Lagos,790,685,2018,2019-08-14 07:53:53,2020-05-04 04:52:27,181,"My people, #veganlife doesn’t mean you can’t still enjoy... Presenting MUSHROOM EGUSI! 🍛👏🏾🔥 https://t.co/kGua4b8Sqj","[{'text': 'veganlife', 'indices': [27, 37]}]"
FHCCosmetics,"At FHC, we produce natural, freshly made cosmetics, for the hair and body. our products are free of harsh chemicals, #PlasticFree, #CrueltyFree and #NoPalmOil","England, United Kingdom",813,925,2849,2017-09-17 12:47:14,2020-05-04 04:52:25,1,All the vitamins and antioxidants from fresh #blueberries are now in our new  #shampoobar #solidshampoo #Shampoobars #PlasticFreeJuly #shopindie #zerowaste #vegan #PassOnPlastic #Ethical #palmoilfree #blueberry #MondayMotivation #haircare #blonde #nosls https://t.co/yE3Nm8iB83,"[{'text': 'blueberries', 'indices': [45, 57]}, {'text': 'shampoobar', 'indices': [78, 89]}, {'text': 'solidshampoo', 'indices': [90, 103]}, {'text': 'Shampoobars', 'indices': [104, 116]}, {'text': 'PlasticFreeJuly', 'indices': [117, 133]}, {'text': 'shopindie', 'indices': [134, 144]}, {'text': 'zerowaste', 'indices': [145, 155]}, {'text': 'vegan', 'indices': [156, 162]}, {'text': 'PassOnPlastic', 'indices': [163, 177]}, {'text': 'Ethical', 'indices': [178, 186]}, {'text': 'palmoilfree', 'indices': [187, 199]}, {'text': 'blueberry', 'indices': [200, 210]}, {'text': 'MondayMotivation', 'indices': [211, 228]}, {'text': 'haircare', 'indices': [229, 238]}, {'text': 'blonde', 'indices': [239, 246]}, {'text': 'nosls', 'indices': [247, 253]}]"
zacharylayner,Writer / Content Creator / People over Profits / End Speciesism / Book soon to be released: Stratford Academy @Shakesverse to follow,hollywood,136,84,284,2010-10-16 00:00:44,2020-05-04 04:50:55,1,"This is who we evolved from.
Not lions.
95% vegetation.
But, where did they get all their protein?
#plantbased https://t.co/GaGwR2jblC","[{'text': 'plantbased', 'indices': [99, 110]}]"
skryb,nurturing the network of good people who share information to counter issues with our #climate and our #environment,New Zealand,1502,1740,5091,2009-09-27 01:28:09,2020-05-04 04:50:49,0,"Been eating a heap of #Impossible burgers during lockdown. #Plantbased, #flexitarian, #vegetarian, #vegan was never so easy. If you haven't tried them yet, you need to. New Zealand needs a local brand to replace our #beef industry as it rapidly disappears. https://t.co/ADEtdIjoLn","[{'text': 'Impossible', 'indices': [22, 33]}, {'text': 'Plantbased', 'indices': [59, 70]}, {'text': 'flexitarian', 'indices': [72, 84]}, {'text': 'vegetarian', 'indices': [86, 97]}, {'text': 'vegan', 'indices': [99, 105]}, {'text': 'beef', 'indices': [216, 221]}]"
TracyLeinbaugh,"Counselor, artist, mother, citizen scientist, creator of frog habitats, rescuer of cats and dogs. We defend those who can’t defend themselves. #Resist #Earth",,2657,2322,32955,2017-01-07 05:24:37,2020-05-04 04:50:43,11,"Dairy takes babies from their mums (and kills them)
Go #Vegan 
Never pay a penny for cruelty https://t.co/xabqykObjy","[{'text': 'Vegan', 'indices': [73, 79]}]"
AdolphO07,"I believe the word love is about all living.The Creator's Light lives in all, humans and animals alike. After that..He created us #YoSoyAnimaNaturalis #Kabbalah","Manhattan, NY",895,817,79908,2010-01-04 03:15:22,2020-05-04 04:50:39,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
LifeEnlighten,"Owner of Life Enlightenment, Young Living Essential Oils Independent Distributor, ACE Certified Group Fitness Instructor, Yogi, Vegan, LA Kings fan!",California,2384,1108,4605,2012-05-24 07:37:14,2020-05-04 04:50:36,0,Loving Esmy's new song! https://t.co/U2KMK84xrK #supertalented #vegan #hiphop,"[{'text': 'supertalented', 'indices': [48, 62]}, {'text': 'vegan', 'indices': [63, 69]}, {'text': 'hiphop', 'indices': [70, 77]}]"
PeLeif,,"Helsingborg, Sweden",2021,823,95216,2014-01-03 19:21:52,2020-05-04 04:50:20,1069,"Please be kind and compassionate with all innocent animals like this man, who always gives hope to this cruel humanity.What humanity does to animals is worse than horror movies, they are vulnerable #EndSpeciesism Choose #compassion #vegan  #animalrights  https://t.co/vj6wgAK2MP",[]
AdolphO07,"I believe the word love is about all living.The Creator's Light lives in all, humans and animals alike. After that..He created us #YoSoyAnimaNaturalis #Kabbalah","Manhattan, NY",895,817,79908,2010-01-04 03:15:22,2020-05-04 04:49:52,1069,"Please be kind and compassionate with all innocent animals like this man, who always gives hope to this cruel humanity.What humanity does to animals is worse than horror movies, they are vulnerable #EndSpeciesism Choose #compassion #vegan  #animalrights  https://t.co/vj6wgAK2MP",[]
Cassieclare8,"Avon❤
Sales leader.
Representative.
https://t.co/MSj2eS6LbF

sign up⬇️⬇️
https://t.co/8H6i0nTLa7

message me. 💜💚","England, United Kingdom",114,30,55,2020-04-17 07:58:21,2020-05-04 04:49:45,0,"Work from home and get your starter kit for free. Only available now. Limited time !!! 

#avon #crueltyfree #UKonly 

https://t.co/zzx3u7QakE https://t.co/FQVMcpLraW","[{'text': 'avon', 'indices': [89, 94]}, {'text': 'crueltyfree', 'indices': [95, 107]}, {'text': 'UKonly', 'indices': [108, 115]}]"
JChokonen,"conservation, environment, diversity, species protection, women, children and animals the world over, alternative energy, living wages and peaceable societies 🌐",planet A,804,705,21067,2014-07-27 04:10:54,2020-05-04 04:48:42,45,"🔊 PANDEMIC CURE 🔊

The biggest single thing we can all do to stop any future pandemic outbreaks is to #govegan 

The biggest single thing we can do to help stop climate breakdown is to #govegan 

Are you listening? Or are you too selfish to care.

https://t.co/dkNvKBycZl","[{'text': 'govegan', 'indices': [119, 127]}]"
